id,text_snippet,labels
526,Is your solution encryption? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.,"Objection, Security"
527,"We like your product, but CompetitorY offers better analytics. The AI engine looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if data pipeline solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
528,"We like your product, but TechCorp offers better remote monitoring. I'm not sure if analytics solves our use case. We're still evaluating.","Competition, Objection"
529,I'm not sure if data pipeline solves our use case. We're still evaluating.,Objection
530,"The AI engine looks great, but the subscription cost is too high.",Pricing Discussion
531,"The data pipeline looks great, but the discount is too high.",Pricing Discussion
532,Is your solution encryption? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.,"Objection, Security"
533,"We like your product, but CompetitorX offers better automation. The AI engine looks great, but the subscription cost is too high.","Pricing Discussion, Competition"
534,"We like your product, but CompetitorZ offers better remote monitoring. The automation looks great, but the discount is too high. I'm not sure if automation solves our use case. We're still evaluating.",rand
535,I'm not sure if automation solves our use case. We're still evaluating.,Objection
536,"The analytics looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if data pipeline solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
537,"The data pipeline looks great, but the discount is too high. I'm not sure if automation solves our use case. We're still evaluating.",rand
538,Is your solution data compliance? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.,"Objection, Security"
539,"We like your product, but MediPlus offers better AI engine. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
540,"We like your product, but CompetitorY offers better analytics. The AI engine looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.",rand
541,"The remote monitoring looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if data pipeline solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
542,"The data pipeline looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance.","Pricing Discussion, Security"
543,"The automation looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if data pipeline solves our use case. We're still evaluating.",rand
544,"We like your product, but TechCorp offers better data pipeline. The remote monitoring looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
545,"We like your product, but CompetitorX offers better remote monitoring. The remote monitoring looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
