id,text_snippet,labels
472,"We like your product, but CompetitorX offers better AI engine. The remote monitoring looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
473,"We like your product, but CompetitorY offers better automation. The remote monitoring looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
474,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
475,"We like your product, but CompetitorX offers better remote monitoring. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection"
476,"The data pipeline looks great, but the pricing model is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
477,"We like your product, but CompetitorZ offers better remote monitoring. The AI engine looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
478,"We like your product, but CompetitorX offers better analytics. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection"
479,"We like your product, but CompetitorY offers better data pipeline.",Competition
480,"We like your product, but CompetitorX offers better analytics. The automation looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
481,"We like your product, but CompetitorX offers better AI engine. The automation looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
482,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
483,"We like your product, but CompetitorY offers better analytics. The automation looks great, but the subscription cost is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
484,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
485,"We like your product, but CompetitorX offers better automation. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection"
486,"We like your product, but CompetitorZ offers better data pipeline.",Competition
487,"The remote monitoring looks great, but the pricing model is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
488,"We like your product, but TechCorp offers better AI engine. The analytics looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
489,"We like your product, but CompetitorZ offers better AI engine. The remote monitoring looks great, but the discount is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
