id,text_snippet,labels,extracted_entities
401,"We like your product, but CompetitorX offers better AI engine. The analytics looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance.",rand,"{'competitors': ['CompetitorX'], 'features': ['analytics', 'AI engine'], 'pricing_keywords': ['budget'], 'security_keywords': ['encryption'], 'other_entities': []}"
402,"The automation looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion","{'competitors': [], 'features': ['automation'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
403,"We like your product, but CompetitorX offers better analytics. The data pipeline looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Competition, Pricing Discussion","{'competitors': ['CompetitorX'], 'features': ['analytics', 'data pipeline'], 'pricing_keywords': ['subscription cost'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
404,"The remote monitoring looks great, but the budget is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Pricing Discussion","{'competitors': [], 'features': ['remote monitoring', 'automation'], 'pricing_keywords': ['budget'], 'security_keywords': [], 'other_entities': []}"
405,"The data pipeline looks great, but the discount is too high.",Pricing Discussion,"{'competitors': [], 'features': ['data pipeline'], 'pricing_keywords': ['discount'], 'security_keywords': [], 'other_entities': []}"
406,"We like your product, but TechCorp offers better analytics. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Competition","{'competitors': ['TechCorp'], 'features': ['analytics', 'data pipeline'], 'pricing_keywords': [], 'security_keywords': ['encryption'], 'other_entities': []}"
407,"We like your product, but CompetitorY offers better remote monitoring. The remote monitoring looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Security, Competition, Pricing Discussion","{'competitors': ['CompetitorY'], 'features': ['AI engine', 'remote monitoring'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['encryption'], 'other_entities': []}"
408,"We like your product, but CompetitorZ offers better analytics.",Competition,"{'competitors': ['CompetitorZ'], 'features': ['analytics'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
409,"The analytics looks great, but the pricing model is too high.",Pricing Discussion,"{'competitors': [], 'features': ['analytics'], 'pricing_keywords': ['pricing model'], 'security_keywords': [], 'other_entities': []}"
410,"The data pipeline looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.",rand,"{'competitors': [], 'features': ['automation', 'data pipeline'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['encryption'], 'other_entities': []}"
411,"We like your product, but CompetitorY offers better remote monitoring. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Competition","{'competitors': ['CompetitorY'], 'features': ['remote monitoring', 'automation'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
412,"The AI engine looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion","{'competitors': [], 'features': ['AI engine', 'data pipeline'], 'pricing_keywords': ['subscription cost'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
413,"We like your product, but CompetitorZ offers better analytics. The analytics looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance.",rand,"{'competitors': ['CompetitorZ'], 'features': ['analytics'], 'pricing_keywords': ['discount'], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
414,"The analytics looks great, but the budget is too high.",Pricing Discussion,"{'competitors': [], 'features': ['analytics'], 'pricing_keywords': ['budget'], 'security_keywords': [], 'other_entities': []}"
415,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection,"{'competitors': [], 'features': ['AI engine'], 'pricing_keywords': [], 'security_keywords': [], 'other_entities': []}"
416,"We like your product, but CompetitorX offers better data pipeline. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Security, Competition","{'competitors': ['CompetitorX'], 'features': ['automation', 'data pipeline'], 'pricing_keywords': [], 'security_keywords': ['privacy policy'], 'other_entities': []}"
417,Is your solution privacy policy? Our team is concerned about compliance.,rand,"{'competitors': [], 'features': [], 'pricing_keywords': [], 'security_keywords': ['privacy policy'], 'other_entities': []}"
418,"We like your product, but CompetitorZ offers better analytics. The AI engine looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Competition, Pricing Discussion","{'competitors': ['CompetitorZ'], 'features': ['analytics', 'AI engine'], 'pricing_keywords': ['subscription cost'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
419,"The analytics looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Pricing Discussion","{'competitors': [], 'features': ['analytics'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
420,"We like your product, but CompetitorZ offers better remote monitoring. The AI engine looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Competition, Pricing Discussion","{'competitors': ['CompetitorZ'], 'features': ['AI engine', 'remote monitoring'], 'pricing_keywords': ['budget'], 'security_keywords': ['privacy policy'], 'other_entities': []}"
421,"We like your product, but CompetitorY offers better analytics. The remote monitoring looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Competition, Pricing Discussion","{'competitors': ['CompetitorY'], 'features': ['analytics', 'remote monitoring'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['data compliance'], 'other_entities': []}"
422,Is your solution encryption? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.,"Objection, Security","{'competitors': [], 'features': ['automation'], 'pricing_keywords': [], 'security_keywords': ['encryption'], 'other_entities': []}"
423,"We like your product, but MediPlus offers better automation. The data pipeline looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Security, Competition, Pricing Discussion","{'competitors': ['MediPlus'], 'features': ['analytics', 'automation', 'data pipeline'], 'pricing_keywords': ['pricing model'], 'security_keywords': ['SOC2 certified'], 'other_entities': []}"
424,"We like your product, but CompetitorY offers better remote monitoring. The AI engine looks great, but the budget is too high.","Competition, Pricing Discussion","{'competitors': ['CompetitorY'], 'features': ['AI engine', 'remote monitoring'], 'pricing_keywords': ['budget'], 'security_keywords': [], 'other_entities': []}"
425,"We like your product, but CompetitorX offers better analytics. The automation looks great, but the budget is too high.","Competition, Pricing Discussion","{'competitors': ['CompetitorX'], 'features': ['analytics', 'automation'], 'pricing_keywords': ['budget'], 'security_keywords': [], 'other_entities': []}"
426,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.,"Objection, Security","{'competitors': [], 'features': ['automation'], 'pricing_keywords': [], 'security_keywords': ['privacy policy'], 'other_entities': []}"
427,"We like your product, but CompetitorY offers better remote monitoring. The analytics looks great, but the budget is too high.","Competition, Pricing Discussion","{'competitors': ['CompetitorY'], 'features': ['analytics', 'remote monitoring'], 'pricing_keywords': ['budget'], 'security_keywords': [], 'other_entities': []}"
